year,month,language_name,commit_count,quarter,year_rank,quarter_rank
2019,12,Lua,207609,4,22,40
2019,3,TeX,118017,1,42,27
2019,9,Roff,292298,3,20,38
2019,4,Jolie,264,2,321,362
2019,6,ASP.NET,5925,2,167,253
2019,5,Jolie,292,2,321,362
2019,5,ANTLR,47714,2,77,91
2019,11,QMake,62606,4,61,61
2019,3,MATLAB,93556,1,51,107
2019,12,Scheme,56650,4,56,75
2019,11,QML,41875,4,80,103
2019,7,POV-Ray SDL,5858,3,179,158
2019,1,BitBake,3915,1,198,208
2019,10,Cap'n Proto,11310,4,149,162
2019,9,Liquid,2667,3,231,187
2019,6,Svelte,1174,2,262,335
2019,9,VBA,6026,3,170,254
2019,4,SystemVerilog,9655,2,152,166
2019,9,JSONiq,4640,3,163,221
2019,3,Vala,31317,1,98,143
2019,10,AMPL,10434,4,143,104
2019,10,Common Lisp,28375,4,95,109
2019,1,Ragel,7060,1,172,203
2019,8,BlitzBasic,4070,3,206,244
2019,11,PureBasic,6517,4,148,140
2019,1,KiCad,417,1,313,246
2019,6,Factor,86,2,333,316
2019,2,Objective-J,1509,1,252,279
2019,5,HolyC,12,2,429,448
2019,10,G-code,4095,4,192,267
2019,1,Zig,437,1,295,371
2019,9,Faust,1829,3,219,278
2019,2,BlitzMax,23,1,404,390
2019,5,Zeek,629,2,302,367
2019,3,Modula-3,119,1,376,412
2019,2,Xonsh,170,1,347,420
2019,7,ReScript,4210,3,196,249
2019,2,GAML,11,1,366,415
2019,4,Golo,36,2,413,404
2019,9,Clarion,1106,3,285,172
2019,12,wdl,184,4,338,377
2019,7,Inform 7,280,3,244,323
2019,2,Zimpl,4,1,423,350
2019,2,RUNOFF,1,1,450,436
2019,7,YAML,140,3,354,398
2019,4,Boogie,40,2,396,430
2019,10,Rouge,154,4,349,391
2019,12,Brightscript,32,4,357,347
2019,9,Witcher Script,106,3,343,395
2019,7,Chapel,39,3,392,295
2019,1,Nit,16,1,390,330
2019,6,Parrot,22,2,405,332
2019,10,KRL,2,4,397,374
2019,11,Futhark,205,4,375,411
2019,6,Futhark,74,2,375,400
2019,12,Ceylon,103,4,388,313
2019,6,Shen,14,2,393,426
2019,10,Ceylon,4,4,388,313
2019,10,ShellSession,4,4,412,406
2019,9,Nu,10,3,431,230
2019,7,Makefile,1188801,3,5,4
2019,3,CMake,565717,1,16,34
2019,7,Jolie,299,3,321,367
2019,4,jq,5111,2,190,277
2019,2,M,8316,1,157,135
2019,10,M,6118,4,157,136
2019,1,ASP,23218,1,115,18
2019,10,PostScript,17583,4,119,50
2019,9,Visual Basic,27706,3,88,73
2019,9,GLSL,73299,3,45,53
2019,1,Odin,141,1,372,425
2019,6,Dart,18074,2,113,110
2019,6,Erlang,32131,2,91,46
2019,7,LilyPond,736,3,275,213
2019,10,ActionScript,13522,4,133,77
2019,4,Svelte,1786,2,262,335
2019,2,COBOL,951,1,256,204
2019,5,JSONiq,6871,2,163,150
2019,3,Tcl,123143,1,46,53
2019,7,IDL,8175,3,160,120
2019,7,AspectJ,5504,3,194,111
2019,4,Coq,6005,2,183,224
2019,1,Riot,6320,1,191,288
2019,1,HLSL,35907,1,94,111
2019,8,AngelScript,2137,3,213,202
2019,12,Apex,9095,4,138,196
2019,8,XS,4765,3,181,128
2019,8,Ragel,5341,3,172,203
2019,12,Pep8,4463,4,208,290
2019,6,Limbo,1845,2,237,251
2019,11,Xojo,46,4,366,405
2019,12,Coq,4179,4,183,215
2019,5,PureBasic,7438,2,148,143
2019,9,DataWeave,1,3,436,453
2019,5,Singularity,295,2,316,364
2019,4,Nextflow,364,2,320,369
2019,8,Stata,1701,3,245,199
2019,4,Max,3514,2,184,180
2019,2,HolyC,16,1,429,443
2019,12,Eagle,649,4,304,187
2019,7,Faust,4373,3,219,278
2019,5,Grammatical Framework,318,2,346,392
2019,7,Io,1015,3,265,175
2019,5,LookML,122,2,374,313
2019,1,Pep8,6296,1,208,295
2019,10,Cool,3520,4,207,276
2019,9,Modula-3,86,3,376,411
2019,7,Xonsh,133,3,347,415
2019,3,Closure Templates,996,1,273,335
2019,4,Fancy,1779,2,283,255
2019,4,Click,224,2,369,309
2019,4,Chapel,50,2,392,296
2019,8,Gosu,42,3,383,228
2019,10,Beef,171,4,339,390
2019,7,ATS,2,3,418,287
2019,3,Witcher Script,269,1,343,396
2019,7,Witcher Script,253,3,343,395
2019,9,CSON,1,3,445,462
2019,7,Nit,84,3,390,322
2019,4,hoon,248,2,325,380
2019,9,Tea,18,3,401,423
2019,12,Myghty,439,4,329,312
2019,8,KRL,63,3,397,355
2019,12,KRL,21,4,397,374
2019,6,Batchfile,722443,2,11,22
2019,4,HTML,1637174,2,3,12
2019,5,JavaScript,1294965,2,4,11
2019,5,C,1142544,2,6,3
2019,2,TypeScript,266288,1,24,47
2019,2,Smarty,144168,1,38,54
2019,3,Roff,417510,1,20,38
2019,9,AutoHotkey,1623,3,240,247
2019,10,MoonScript,1605,4,250,239
2019,7,Jinja,46966,3,75,138
2019,8,Forth,11812,3,136,126
2019,1,OpenSCAD,3574,1,178,190
2019,9,Cython,37117,3,84,148
2019,12,PureBasic,6425,4,148,140
2019,4,Liquid,2320,2,231,182
2019,3,NewLisp,7922,1,166,165
2019,3,Fortran,72604,1,60,102
2019,8,Cucumber,6572,3,171,58
2019,4,Jsonnet,13523,2,130,223
2019,9,eC,4874,3,195,207
2019,2,FLUX,2261,1,236,120
2019,6,RenderScript,7560,2,153,165
2019,6,Brightscript,236,2,357,360
2019,11,Metal,7083,4,144,194
2019,6,CodeQL,6038,2,158,244
2019,8,Augeas,3757,3,215,195
2019,11,xBase,3592,4,209,270
2019,4,Singularity,235,2,316,364
2019,10,CLIPS,3969,4,211,124
2019,3,Qt Script,523,1,306,340
2019,6,Isabelle,2108,2,241,284
2019,7,LookML,46,3,374,313
2019,12,Nit,149,4,390,325
2019,3,Pony,482,1,334,334
2019,4,Pony,124,2,334,336
2019,6,LabVIEW,27,2,391,396
2019,7,Propeller Spin,694,3,281,279
2019,2,Ring,146,1,336,393
2019,6,Boo,604,2,284,286
2019,3,BlitzMax,13,1,404,390
2019,6,Lua,258632,2,22,40
2019,1,FreeMarker,55077,1,76,103
2019,7,C#,306831,3,21,37
2019,1,Gherkin,73519,1,52,73
2019,6,Less,53270,2,66,127
2019,10,FreeMarker,43166,4,76,97
2019,2,Mathematica,13631,1,128,129
2019,8,Nix,19496,3,110,140
2019,3,NSIS,100290,1,48,49
2019,9,Assembly,307918,3,19,8
2019,12,Vim Snippet,45163,4,68,152
2019,12,MATLAB,44877,4,51,105
2019,10,Rust,68499,4,62,87
2019,8,XSLT,173301,3,28,23
2019,2,Crystal,5961,1,216,229
2019,9,Hack,80578,3,47,90
2019,2,OCaml,25861,1,109,106
2019,6,Scilab,32796,2,93,13
2019,6,Procfile,16914,2,118,190
2019,7,SuperCollider,14072,3,129,67
2019,4,JSONiq,8832,2,163,150
2019,1,Cython,32474,1,84,156
2019,2,Module Management System,9588,1,142,112
2019,4,Vue,62589,2,64,115
2019,1,Fortran,60417,1,60,102
2019,8,Verilog,11114,3,131,161
2019,5,Common Lisp,27056,2,95,102
2019,3,SRecode Template,4417,1,180,147
2019,6,NewLisp,8437,2,166,169
2019,1,RAML,3409,1,226,237
2019,12,PureScript,3974,4,197,247
2019,3,VCL,2651,1,222,198
2019,8,ECL,1301,3,258,317
2019,10,CodeQL,5425,4,158,222
2019,2,BlitzBasic,2806,1,206,250
2019,10,ShaderLab,12860,4,135,195
2019,7,Xojo,190,3,366,419
2019,6,REALbasic,10,2,439,443
2019,10,P4,160,4,326,329
2019,5,Fennel,135,2,364,412
2019,4,mIRC Script,4024,2,214,269
2019,5,ABAP,499,2,290,234
2019,4,Faust,3099,2,219,278
2019,9,Eiffel,802,3,274,188
2019,4,Mercury,4790,2,187,220
2019,9,ColdFusion,891,3,263,197
2019,10,Markdown,206,4,353,421
2019,3,Earthly,372,1,344,358
2019,8,Harbour,406,3,377,356
2019,5,Pony,170,2,334,336
2019,2,Filebench WML,36,1,381,434
2019,7,LabVIEW,79,3,391,387
2019,11,GAML,26,4,366,433
2019,12,Propeller Spin,532,4,281,289
2019,11,Qt Script,360,4,306,346
2019,4,Logtalk,185,2,359,376
2019,12,Clean,433,4,296,307
2019,6,LFE,117,2,384,429
2019,10,Web Ontology Language,173,4,358,251
2019,10,ObjectScript,1259,4,278,371
2019,9,REXX,4,3,394,404
2019,2,Futhark,86,1,375,402
2019,5,Wollok,20,2,434,447
2019,5,Nu,16,2,431,215
2019,4,Cadence,608,2,282,361
2019,6,Go,432647,2,15,28
2019,8,Makefile,1233229,3,5,4
2019,1,HTML,1726741,1,3,13
2019,12,Nix,20730,4,110,138
2019,10,Starlark,115696,4,43,119
2019,6,Rich Text Format,27076,2,102,154
2019,7,MATLAB,71051,3,51,106
2019,4,YASnippet,5901,2,177,264
2019,2,Mustache,44811,1,73,137
2019,8,GAP,26304,3,100,78
2019,12,AppleScript,7122,4,146,84
2019,8,FreeMarker,46285,3,76,97
2019,12,ActionScript,9192,4,133,77
2019,12,OpenSCAD,4526,4,178,190
2019,1,Procfile,18399,1,118,191
2019,12,DIGITAL Command Language,26025,4,67,64
2019,1,LLVM,163800,1,36,75
2019,9,NCL,74,3,370,391
2019,6,Csound,804,2,299,299
2019,6,Brainfuck,4268,2,193,105
2019,3,SAS,6668,1,174,118
2019,12,Bicep,5650,4,203,286
2019,1,Web Ontology Language,90,1,358,249
2019,6,Augeas,3799,2,215,206
2019,4,Genie,1049,2,276,328
2019,12,CWeb,131,4,330,308
2019,3,SQL,18,1,433,267
2019,8,SQL,2,3,433,277
2019,9,TLA,6665,3,161,215
2019,11,RPC,3866,4,182,224
2019,3,Ren'Py,27,1,406,437
2019,1,CWeb,378,1,330,299
2019,1,Grace,10,1,440,452
2019,12,LabVIEW,91,4,391,387
2019,12,Pony,368,4,334,326
2019,6,NetLogo,165,2,361,381
2019,2,XC,4209,1,227,175
2019,3,Clarion,872,1,285,181
2019,5,Clarion,644,2,285,183
2019,4,Monkey C,27,2,408,444
2019,4,Parrot,48,2,405,332
2019,3,Pike,110,1,373,342
2019,10,mupad,76,4,367,370
2019,10,Dafny,3,4,435,460
2019,11,Logtalk,274,4,359,375
2019,7,KRL,97,3,397,355
2019,7,Cadence,845,3,282,362
2019,9,Astro,14,3,446,461
2019,6,Astro,3,2,446,464
2019,11,EJS,15548,4,122,179
2019,1,Vala,33121,1,98,143
2019,2,Assembly,422383,1,19,8
2019,2,M4,180947,1,29,31
2019,1,QMake,70595,1,61,67
2019,6,Visual Basic,35259,2,88,65
2019,4,ASP,24003,2,115,18
2019,12,Elixir,12534,4,117,132
2019,1,Csound,315,1,299,301
2019,7,Nu,18,3,431,230
2019,2,Matlab,7043,1,156,74
2019,7,SmPL,37922,3,90,163
2019,10,Yacc,228255,4,26,15
2019,5,Haml,10089,2,145,219
2019,6,Nunjucks,2691,2,217,266
2019,6,Scheme,62903,2,56,75
2019,3,Ballerina,739,1,266,323
2019,11,Nextflow,221,4,320,364
2019,9,IDL,5340,3,160,120
2019,10,Red,345,4,311,309
2019,8,VBA,5422,3,170,254
2019,11,GCC Machine Description,724,4,246,176
2019,3,ZenScript,246,1,341,432
2019,7,ECL,775,3,258,317
2019,4,ECL,908,2,258,317
2019,10,DM,36602,4,105,96
2019,10,E,2243,4,248,184
2019,2,AIDL,4500,1,186,272
2019,6,FLUX,1392,2,236,121
2019,10,KakouneScript,155,4,348,385
2019,2,RPC,4331,1,182,222
2019,3,Hy,3413,1,205,255
2019,12,Nimrod,174,4,337,260
2019,10,VHDL,8456,4,159,188
2019,7,V,2292,3,225,294
2019,4,AutoIt,3660,2,204,243
2019,6,RPC,5656,2,182,228
2019,5,RPC,4050,2,182,228
2019,9,Ren'Py,119,3,406,433
2019,6,kvlang,530,2,288,350
2019,3,Max,4400,1,184,176
2019,7,APL,39,3,378,346
2019,12,Slice,56,4,352,372
2019,7,ImageJ Macro,1771,3,233,310
2019,4,Ceylon,36,2,388,310
2019,1,FreeBasic,471,1,318,372
2019,8,FreeBasic,328,3,318,376
2019,8,Scaml,144,3,362,418
2019,9,Q#,20,3,421,450
2019,8,YAML,106,3,354,398
2019,5,Cool,4147,2,207,276
2019,12,Self,51,4,444,429
2019,1,LFE,15,1,384,429
2019,3,Boo,1021,1,284,284
2019,5,KRL,63,2,397,358
2019,5,Ceylon,43,2,388,310
2019,6,Papyrus,1,2,389,374
2019,2,TSQL,150625,1,35,86
2019,3,SCSS,183978,1,31,81
2019,12,C#,210163,4,21,37
2019,8,TypeScript,231581,3,24,42
2019,12,Jolie,459,4,321,363
2019,3,AutoHotkey,2151,1,240,230
2019,4,Gherkin,94677,2,52,72
2019,7,FreeMarker,52218,3,76,97
2019,4,GLSL,101749,2,45,54
2019,12,NSIS,62160,4,48,46
2019,10,ASP,21234,4,115,19
2019,10,Processing,4993,4,176,117
2019,6,Tcl,85730,2,46,51
2019,3,Puppet,18435,1,120,94
2019,4,Erlang,33739,2,91,46
2019,7,Hack,95426,3,47,90
2019,10,HCL,75246,4,55,93
2019,4,Yacc,249097,2,26,14
2019,10,Sass,7955,4,151,211
2019,11,Prolog,33784,4,89,44
2019,11,AppleScript,8156,4,146,84
2019,1,Module Management System,11797,1,142,112
2019,7,Agda,380,3,335,342
2019,8,Ballerina,909,3,266,324
2019,12,Cap'n Proto,7426,4,149,162
2019,3,Cucumber,7596,1,171,63
2019,4,Cuda,55186,2,86,117
2019,8,HLSL,27644,3,94,110
2019,6,Befunge,4,2,442,459
2019,1,Faust,3965,1,219,280
2019,8,GCC Machine Description,1633,3,246,181
2019,4,VCL,3256,2,222,203
2019,10,Metal,6167,4,144,194
2019,6,DM,32969,2,105,98
2019,1,XQuery,16715,1,134,138
2019,3,J,2027,1,223,126
2019,8,NetLogo,23,3,361,372
2019,7,EmberScript,6531,3,155,135
2019,4,P4,614,2,326,330
2019,2,Terra,2956,1,218,221
2019,10,Eagle,825,4,304,187
2019,4,OpenQASM,2450,2,229,287
2019,1,Markdown,134,1,353,404
2019,11,Squirrel,667,4,291,287
2019,10,Pep8,3411,4,208,290
2019,7,J,4038,3,223,121
2019,8,V,1697,3,225,294
2019,9,LabVIEW,27,3,391,387
2019,3,Mask,935,1,270,186
2019,11,Eiffel,1193,4,274,185
2019,3,GSC,562,1,289,338
2019,1,APL,86,1,378,324
2019,7,Modelica,778,3,300,307
2019,12,CartoCSS,64,4,380,280
2019,6,Latte,167,2,340,408
2019,11,LFE,28,4,384,428
2019,1,Nimrod,372,1,337,260
2019,2,AngelScript,3792,1,213,197
2019,8,Jolie,420,3,321,367
2019,12,CMake,348254,4,16,34
2019,5,TeX,111989,2,42,27
2019,5,Less,57016,2,66,127
2019,9,TSQL,129585,3,35,85
2019,7,Rich Text Format,28289,3,102,150
2019,5,Emacs Lisp,166408,2,32,42
2019,7,Smalltalk,41228,3,85,83
2019,8,PostScript,15408,3,119,49
2019,2,Groovy,121818,1,41,48
2019,7,Haskell,30239,3,97,92
2019,7,Handlebars,25044,3,108,82
2019,12,Awk,178210,4,23,9
2019,8,Volt,1019,3,247,243
2019,8,PLSQL,48688,3,71,60
2019,4,HCL,76765,2,55,94
2019,8,Yacc,225515,3,26,15
2019,4,OCaml,25799,2,109,95
2019,7,GDB,81352,3,49,28
2019,2,POV-Ray SDL,5672,1,179,157
2019,1,DIGITAL Command Language,73724,1,67,70
2019,5,Protocol Buffer,53022,2,72,41
2019,9,Nunjucks,2866,3,217,265
2019,8,Mako,29764,3,99,55
2019,5,Cucumber,6936,2,171,66
2019,3,Rebol,6722,1,175,139
2019,8,PEG.js,1945,3,249,312
2019,4,RAML,3253,2,226,246
2019,8,AMPL,8755,3,143,103
2019,12,Game Maker Language,830,4,272,199
2019,1,Game Maker Language,1113,1,272,209
2019,12,ZenScript,137,4,341,414
2019,2,VBA,7846,1,170,247
2019,3,XS,6670,1,181,123
2019,12,ASL,2128,4,232,304
2019,6,Cycript,280,2,310,280
2019,10,Ragel,6674,4,172,201
2019,3,EQ,214,1,350,419
2019,11,Nearley,220,4,323,382
2019,1,xBase,2844,1,209,264
2019,2,Solidity,5350,1,188,273
2019,8,PureBasic,8007,3,148,143
2019,6,StringTemplate,1564,2,271,322
2019,6,Objective-J,1411,2,252,283
2019,5,Objective-J,1230,2,252,283
2019,10,Genie,855,4,276,330
2019,9,Fennel,94,3,364,416
2019,7,MLIR,50972,3,79,176
2019,7,Genero Forms,1,3,451,464
2019,11,Jasmin,4521,4,201,257
2019,11,Nit,169,4,390,325
2019,1,Closure Templates,629,1,273,335
2019,4,SQF,770,2,298,242
2019,9,PAWN,1306,3,251,156
2019,7,GAML,161,3,366,417
2019,9,Zephir,657,3,287,305
2019,11,PicoLisp,585,4,292,241
2019,12,Csound Document,691,4,267,282
2019,7,Pike,94,3,373,353
2019,9,Gleam,71,3,382,437
2019,12,Gleam,23,4,382,431
2019,2,Cool,3163,1,207,275
2019,12,LFE,41,4,384,428
2019,2,Papyrus,54,1,389,375
2019,7,Futhark,105,3,375,412
2019,11,Wollok,14,4,434,459
2019,10,TypeScript,249662,4,24,42
2019,3,CoffeeScript,92540,1,50,40
2019,2,CoffeeScript,96725,1,50,40
2019,1,CMake,541537,1,16,34
2019,5,R,66955,2,54,53
2019,10,TeX,110387,4,42,27
2019,4,Scala,60244,2,59,29
2019,2,Emacs Lisp,186081,1,32,46
2019,1,SQLPL,65723,1,69,68
2019,1,Smalltalk,46778,1,85,83
2019,1,Emacs Lisp,181622,1,32,46
2019,9,AppleScript,9595,3,146,79
2019,9,Mustache,53214,3,73,131
2019,11,Stan,413,4,315,341
2019,5,Clojure,99835,2,44,20
2019,2,Prolog,32890,1,89,41
2019,11,Twig,19409,4,114,173
2019,9,ActionScript,13715,3,133,72
2019,9,Gnuplot,14968,3,121,124
2019,9,SaltStack,24695,3,87,65
2019,12,Nu,15,4,431,227
2019,3,SourcePawn,148254,1,33,16
2019,8,IDL,6294,3,160,120
2019,1,Slash,4407,1,173,163
2019,5,HiveQL,15770,2,116,173
2019,11,Ada,12059,4,137,98
2019,3,Sass,8539,1,151,218
2019,10,VCL,2234,4,222,202
2019,7,CodeQL,10819,3,158,240
2019,4,J,2061,2,223,131
2019,1,StringTemplate,1062,1,271,331
2019,4,FLUX,2385,2,236,121
2019,10,Factor,211,4,333,318
2019,5,Rebol,6668,2,175,138
2019,8,MLIR,52092,3,79,176
2019,4,Idris,319,2,322,279
2019,6,MQL5,21,2,399,423
2019,10,OpenQASM,1146,4,229,284
2019,4,Isabelle,2563,2,241,284
2019,7,Classic ASP,532,3,293,347
2019,10,ReScript,4688,4,196,249
2019,12,ATS,34,4,418,292
2019,7,Slice,180,3,352,361
2019,3,Slice,253,1,352,363
2019,2,BASIC,2329,1,239,317
2019,6,Squirrel,222,2,291,298
2019,2,Component Pascal,329,1,303,262
2019,8,ObjectScript,776,3,278,373
2019,2,PicoLisp,481,1,292,225
2019,1,CartoCSS,262,1,380,269
2019,1,Pure Data,1243,1,254,151
2019,5,LilyPond,425,2,275,227
2019,10,RPGLE,8,4,427,453
2019,3,Open Policy Agent,1220,1,257,348
2019,3,Berry,23,1,402,433
2019,10,Q#,44,4,421,441
2019,10,Bro,40,4,371,349
2019,10,NetLogo,36,4,361,388
2019,9,hoon,264,3,325,384
2019,8,Opa,2,3,409,354
2019,7,TXL,66,3,417,414
2019,7,C,1078902,3,6,3
2019,5,PHP,458215,2,18,25
2019,11,CSS,886697,4,7,14
2019,7,Smarty,134207,3,38,52
2019,2,TeX,110408,1,42,27
2019,12,Kotlin,48394,4,65,88
2019,6,TypeScript,231995,2,24,44
2019,8,AutoHotkey,1534,3,240,247
2019,11,Nix,20855,4,110,138
2019,3,ASL,5248,1,232,306
2019,2,Hack,83820,1,47,89
2019,9,PHP,375481,3,18,25
2019,4,Haskell,28587,2,97,85
2019,6,Swift,149558,2,34,64
2019,11,NSIS,72598,4,48,46
2019,12,GLSL,73917,4,45,54
2019,5,MATLAB,74973,2,51,107
2019,10,Handlebars,26418,4,108,92
2019,1,Mustache,40897,1,73,137
2019,8,Pascal,66052,3,57,61
2019,6,D,53846,2,70,87
2019,10,Visual Basic .NET,28183,4,103,172
2019,2,Svelte,975,1,262,337
2019,11,Svelte,909,4,262,332
2019,8,Arc,3477,3,189,151
2019,3,Lex,165615,1,30,15
2019,6,Liquid,2056,2,231,182
2019,1,SourcePawn,146574,1,33,16
2019,4,SRecode Template,5923,2,180,149
2019,7,Max,3705,3,184,179
2019,3,Lean,594,1,301,235
2019,12,LiveScript,626,4,280,148
2019,3,Ada,11356,1,137,100
2019,2,PAWN,1431,1,251,152
2019,8,Faust,3256,3,219,278
2019,5,Metal,11348,2,144,204
2019,10,ZenScript,359,4,341,414
2019,2,q,12786,1,123,177
2019,4,Ragel,8128,2,172,213
2019,12,BlitzBasic,2413,4,206,243
2019,12,Forth,8925,4,136,123
2019,3,Xtend,1690,1,260,206
2019,2,Asymptote,166,1,355,392
2019,3,CLIPS,3255,1,211,122
2019,1,TLA,8234,1,161,212
2019,3,XC,3805,1,227,175
2019,2,Frege,19,1,430,322
2019,9,Csound Score,239,3,307,320
2019,5,Bluespec,42,2,380,355
2019,7,Markdown,115,3,353,406
2019,3,Nemerle,75,1,385,217
2019,8,Filebench WML,177,3,381,435
2019,8,ZAP,1,3,420,427
2019,12,Scaml,139,4,362,407
2019,3,DataWeave,10,1,436,451
2019,11,Click,29,4,369,316
2019,8,CartoCSS,102,3,380,252
2019,6,Promela,230,2,351,402
2019,2,YAML,83,1,354,388
2019,7,LFE,46,3,384,424
2019,2,Nimrod,312,1,337,260
2019,12,hoon,358,4,325,380
2019,4,Papyrus,6,2,389,374
2019,8,Python,1670758,3,2,2
2019,6,PHP,408529,2,18,25
2019,6,XSLT,178912,2,28,23
2019,9,C#,247162,3,21,37
2019,9,CSS,945717,3,7,14
2019,9,C++,754500,3,9,5
2019,10,Batchfile,738567,4,11,22
2019,8,Java,512232,3,14,24
2019,4,C#,293582,2,21,37
2019,6,Prolog,35879,2,89,45
2019,11,AutoHotkey,2013,4,240,231
2019,4,YARA,1974,2,230,327
2019,1,Groovy,135030,1,41,48
2019,8,Haskell,24135,3,97,92
2019,8,Puppet,16237,3,120,95
2019,12,Clojure,76999,4,44,21
2019,9,SmPL,24462,3,90,163
2019,8,OCaml,21534,3,109,105
2019,10,SWIG,42327,4,83,150
2019,9,Twig,16191,3,114,173
2019,6,GDB,94043,2,49,30
2019,12,GAP,24222,4,100,79
2019,7,Scilab,28650,3,93,13
2019,5,Scilab,29425,2,93,13
2019,12,Matlab,5993,4,156,73
2019,2,VCL,2637,1,222,198
2019,2,Nunjucks,3328,1,217,265
2019,2,Liquid,2552,1,231,188
2019,4,Common Lisp,29926,2,95,102
2019,3,AGS Script,1170,1,253,199
2019,1,Reason,3611,1,199,286
2019,8,Ada,11361,3,137,98
2019,8,Fluent,3688,3,202,253
2019,9,RenderScript,7873,3,153,159
2019,3,Forth,11949,1,136,119
2019,2,DM,20318,1,105,95
2019,9,Logos,15304,3,124,84
2019,3,Apex,13174,1,138,192
2019,3,Nearley,376,1,323,383
2019,12,Idris,326,4,322,277
2019,2,LabVIEW,90,1,391,381
2019,8,SQF,608,3,298,270
2019,1,Genero Forms,6,1,451,467
2019,1,Clean,655,1,296,303
2019,7,Nemerle,48,3,385,229
2019,11,Nemerle,184,4,385,228
2019,4,Filebench WML,21,2,381,440
2019,2,Marko,156,1,360,407
2019,11,LookML,86,4,374,306
2019,12,Smali,248,4,342,333
2019,8,LSL,389,3,317,258
2019,2,Promela,122,1,351,406
2019,8,MQL5,7,3,399,429
2019,1,CUE,1033,1,308,377
2019,5,Inform 7,1463,2,244,329
2019,9,Dafny,5,3,435,452
2019,5,Alloy,84,2,387,386
2019,9,Macaulay2,29,3,395,422
2019,7,Macaulay2,79,3,395,422
2019,9,Grammatical Framework,117,3,346,396
2019,7,Papyrus,44,3,389,378
2019,2,Cadence,1445,1,282,341
2019,5,Graphviz (DOT),6966,2,165,170
2019,2,Batchfile,836191,1,11,23
2019,2,PHP,446348,1,18,25
2019,1,sed,225625,1,27,64
2019,1,TypeScript,282058,1,24,47
2019,1,GLSL,112172,1,45,55
2019,11,Starlark,96145,4,43,119
2019,9,Objective-C++,201245,3,25,33
2019,11,Elixir,16676,4,117,132
2019,5,Erlang,30479,2,91,46
2019,3,Crystal,6079,1,216,229
2019,1,MoonScript,1702,1,250,256
2019,12,D,35146,4,70,91
2019,10,Nginx,29609,4,96,60
2019,10,Volt,1608,4,247,240
2019,3,Perl 6,28069,1,107,69
2019,8,Twig,23406,3,114,173
2019,8,WebAssembly,3094,3,212,267
2019,8,Scilab,31352,3,93,13
2019,2,Protocol Buffer,59743,1,72,45
2019,5,Pug,8536,2,147,211
2019,9,Groff,26312,3,101,21
2019,12,Arduino,1507,4,228,100
2019,3,YASnippet,7449,1,177,261
2019,1,AGS Script,1259,1,253,199
2019,12,AGS Script,1054,4,253,230
2019,5,Csound Document,1314,2,267,292
2019,7,DIGITAL Command Language,48131,3,67,68
2019,1,HiveQL,19567,1,116,170
2019,5,PEG.js,1456,2,249,318
2019,2,PureScript,4034,1,197,271
2019,8,Apex,11558,3,138,190
2019,12,BitBake,3553,4,198,208
2019,12,ColdFusion,1033,4,263,192
2019,6,EQ,297,2,350,410
2019,7,Mercury,4817,3,187,212
2019,8,FORTRAN,3538,3,210,112
2019,9,KiCad,405,3,313,241
2019,3,Component Pascal,322,1,303,262
2019,6,Io,605,2,265,174
2019,4,F*,752,2,279,337
2019,7,WebIDL,4584,3,220,180
2019,9,FLUX,1538,3,236,114
2019,12,SQF,287,4,298,298
2019,11,Singularity,466,4,316,368
2019,4,Eiffel,943,2,274,179
2019,4,ShellSession,36,2,412,406
2019,12,Pure Data,1311,4,254,153
2019,1,IGOR Pro,21,1,410,373
2019,1,ooc,4,1,426,333
2019,2,Rouge,192,1,349,394
2019,12,Genshi,386,4,312,266
2019,1,Ceylon,266,1,388,315
2019,3,Ox,30,1,428,450
2019,2,C,1230524,1,6,3
2019,4,Batchfile,768516,2,11,22
2019,7,VBScript,6782,3,154,227
2019,3,EJS,15822,1,122,184
2019,5,Swift,156302,2,34,64
2019,11,Gherkin,65663,4,52,69
2019,7,M,6834,3,157,136
2019,5,Mathematica,14183,2,128,133
2019,2,MoonScript,1817,1,250,256
2019,3,Game Maker Language,1095,1,272,209
2019,7,OCaml,25012,3,109,105
2019,1,Lean,472,1,301,235
2019,9,LiveScript,561,3,280,147
2019,8,POV-Ray SDL,4732,3,179,158
2019,2,Gnuplot,14482,1,121,124
2019,2,Arc,5328,1,189,149
2019,8,OpenSCAD,7587,3,178,191
2019,1,Groff,28430,1,101,19
2019,1,Pawn,55994,1,63,148
2019,2,API Blueprint,1220,1,261,266
2019,9,LLVM,129416,3,36,74
2019,5,Cap'n Proto,8861,2,149,171
2019,7,Tcl,86962,3,46,51
2019,3,eC,3944,1,195,207
2019,2,Red,456,1,311,305
2019,2,Csound Document,923,1,267,294
2019,2,HiveQL,16024,1,116,170
2019,7,PEG.js,1492,3,249,312
2019,8,Common Lisp,26852,3,95,108
2019,7,Idris,848,3,322,281
2019,12,RenderScript,6870,4,153,169
2019,11,Faust,1883,4,219,275
2019,2,Faust,3880,1,219,280
2019,5,VCL,2966,2,222,203
2019,9,VCL,2433,3,222,198
2019,10,ECL,1879,4,258,315
2019,10,OpenEdge ABL,18235,4,112,107
2019,5,XProc,614,2,305,257
2019,11,REALbasic,4,4,439,443
2019,2,Metal,12947,1,144,201
2019,10,V,2804,4,225,285
2019,1,Ren'Py,25,1,406,437
2019,11,Ren'Py,14,4,406,437
2019,1,Boo,797,1,284,284
